method,method_label,iteration,point_idx,global_id,v0_mean,tau,A,R_safety,density,flow_ratio,y_simulated,y_std,dist_to_bound,is_boundary
M3_KMeans,M3: KMeans Pool,1,13,M3_KMeans_i1_p13,0.8256,0.7219,31.5857,0.9331,0.2822,0.4279,14.5806,1.6352,0.0320,YES
M3_KMeans,M3: KMeans Pool,1,14,M3_KMeans_i1_p14,0.8224,0.4530,32.9239,1.1921,0.8230,0.4350,16.3966,2.6111,0.0280,YES
M3_KMeans,M3: KMeans Pool,1,15,M3_KMeans_i1_p15,0.8746,0.7263,33.9431,0.9230,0.8700,0.4305,16.2638,1.8522,0.0932,NO
M3_KMeans,M3: KMeans Pool,1,16,M3_KMeans_i1_p16,0.8310,0.3991,18.4525,1.4928,0.2146,0.4503,15.6658,3.6591,0.0387,YES
M3_KMeans,M3: KMeans Pool,1,17,M3_KMeans_i1_p17,0.8318,0.5855,37.4343,1.0979,0.2101,0.4299,15.0475,1.5635,0.0397,YES
M3_KMeans,M3: KMeans Pool,1,18,M3_KMeans_i1_p18,0.8220,0.3530,14.5330,0.9406,0.4822,0.4489,14.8550,1.5358,0.0275,YES
M3_KMeans,M3: KMeans Pool,1,19,M3_KMeans_i1_p19,0.8360,0.7264,18.7856,1.4529,0.8109,0.4410,19.1663,3.3201,0.0450,YES
M3_KMeans,M3: KMeans Pool,1,20,M3_KMeans_i1_p20,0.8174,0.7524,34.8332,1.4027,0.8625,0.1227,17.2193,1.9931,0.0217,YES
M3_KMeans,M3: KMeans Pool,2,1,M3_KMeans_i2_p1,0.8659,0.7040,24.3798,1.4890,0.8412,0.4321,20.8962,6.7054,0.0824,NO
M3_KMeans,M3: KMeans Pool,2,2,M3_KMeans_i2_p2,0.8680,0.7505,36.3373,1.2883,0.2358,0.0328,15.3943,2.4828,0.0656,NO
M3_KMeans,M3: KMeans Pool,2,3,M3_KMeans_i2_p3,0.9335,0.6139,12.0694,0.9493,0.1732,0.4173,12.5800,1.6690,0.0690,NO
M3_KMeans,M3: KMeans Pool,2,4,M3_KMeans_i2_p4,1.5693,0.7434,32.3030,0.9645,0.8855,0.4363,10.0683,1.8351,0.0384,YES
M3_KMeans,M3: KMeans Pool,2,5,M3_KMeans_i2_p5,0.8261,0.3712,31.4513,1.1426,0.1872,0.1039,13.1175,1.9119,0.0326,YES
M3_KMeans,M3: KMeans Pool,2,6,M3_KMeans_i2_p6,0.8349,0.7200,35.0688,1.5068,0.3446,0.4236,15.1575,1.5211,0.0437,YES
M3_KMeans,M3: KMeans Pool,2,7,M3_KMeans_i2_p7,1.5767,0.6910,15.3190,1.3478,0.8265,0.0736,7.5686,0.2302,0.0291,YES
M3_KMeans,M3: KMeans Pool,2,8,M3_KMeans_i2_p8,0.9305,0.3754,16.1254,1.5120,0.2632,0.4569,13.5444,1.2257,0.0861,NO
M3_KMeans,M3: KMeans Pool,2,9,M3_KMeans_i2_p9,0.9037,0.4255,14.4880,1.3952,0.9254,0.4356,18.2225,5.1719,0.0829,NO
M3_KMeans,M3: KMeans Pool,2,10,M3_KMeans_i2_p10,0.8199,0.7255,35.0858,1.2183,0.8534,0.0526,14.9217,0.6194,0.0248,YES
M3_KMeans,M3: KMeans Pool,2,11,M3_KMeans_i2_p11,1.0900,0.7463,15.3356,1.5420,0.1619,0.3644,11.8390,1.6943,0.0688,NO
M3_KMeans,M3: KMeans Pool,2,12,M3_KMeans_i2_p12,0.8621,0.3960,35.6641,1.4067,0.7378,0.4508,19.4719,5.8395,0.0776,NO
M3_KMeans,M3: KMeans Pool,2,13,M3_KMeans_i2_p13,0.8580,0.7386,13.0421,1.0189,0.8824,0.3765,17.3408,1.7653,0.0725,NO
M3_KMeans,M3: KMeans Pool,2,14,M3_KMeans_i2_p14,1.5309,0.3835,35.6731,1.4307,0.8302,0.4678,11.9252,4.3252,0.0644,NO
M3_KMeans,M3: KMeans Pool,2,15,M3_KMeans_i2_p15,0.9339,0.7226,35.9651,1.4279,0.8575,0.4571,20.8445,2.8203,0.0858,NO
M3_KMeans,M3: KMeans Pool,2,16,M3_KMeans_i2_p16,0.8121,0.3578,21.9018,1.1995,0.8424,0.0469,15.0402,1.4303,0.0151,YES
M3_KMeans,M3: KMeans Pool,2,17,M3_KMeans_i2_p17,1.5798,0.3039,27.7002,0.9429,0.1265,0.4682,6.6363,0.4225,0.0079,YES
M3_KMeans,M3: KMeans Pool,2,18,M3_KMeans_i2_p18,0.8626,0.7494,35.5075,0.9237,0.4501,0.4248,14.7225,1.6145,0.0782,NO
M3_KMeans,M3: KMeans Pool,2,19,M3_KMeans_i2_p19,0.9231,0.7105,13.3311,1.5155,0.8017,0.4505,17.2481,3.0602,0.0989,NO
M3_KMeans,M3: KMeans Pool,2,20,M3_KMeans_i2_p20,1.5672,0.6820,29.9165,1.4769,0.9417,0.4233,11.4866,2.6717,0.0410,YES
M3_KMeans,M3: KMeans Pool,3,1,M3_KMeans_i3_p1,0.9055,0.7445,35.5064,0.9432,0.1753,0.4363,14.1440,2.8124,0.0837,NO
M3_KMeans,M3: KMeans Pool,3,2,M3_KMeans_i3_p2,0.9590,0.5146,34.1478,1.5095,0.9185,0.4618,16.1055,2.7304,0.0765,NO
M3_KMeans,M3: KMeans Pool,3,3,M3_KMeans_i3_p3,0.9297,0.3625,24.8929,0.8878,0.9213,0.4105,14.6330,1.2671,0.0875,NO
M3_KMeans,M3: KMeans Pool,3,4,M3_KMeans_i3_p4,0.9041,0.7189,16.6216,1.4372,0.8925,0.4619,16.9881,3.4068,0.0761,NO
M3_KMeans,M3: KMeans Pool,3,5,M3_KMeans_i3_p5,0.8491,0.3509,33.6407,1.2284,0.1899,0.4438,14.5142,1.5552,0.0614,NO
M3_KMeans,M3: KMeans Pool,3,6,M3_KMeans_i3_p6,0.8899,0.3445,10.2156,0.8976,0.1952,0.0069,12.8208,1.1960,0.0072,YES
M3_KMeans,M3: KMeans Pool,3,7,M3_KMeans_i3_p7,1.5370,0.7216,35.0360,0.9892,0.8977,0.4474,10.3798,1.7859,0.0787,NO
M3_KMeans,M3: KMeans Pool,3,8,M3_KMeans_i3_p8,1.0447,0.7458,12.5408,0.9736,0.1344,0.4637,10.7063,1.3318,0.0382,YES
M3_KMeans,M3: KMeans Pool,3,9,M3_KMeans_i3_p9,1.4845,0.6950,29.5381,1.4438,0.9504,0.4453,12.7728,4.2109,0.0552,NO
M3_KMeans,M3: KMeans Pool,3,10,M3_KMeans_i3_p10,0.8381,0.4427,34.2368,1.1778,0.1495,0.0489,13.2025,1.2891,0.0476,YES
M3_KMeans,M3: KMeans Pool,3,11,M3_KMeans_i3_p11,0.9823,0.3967,14.1882,1.4311,0.9401,0.4175,16.7068,5.4682,0.0666,NO
M3_KMeans,M3: KMeans Pool,3,12,M3_KMeans_i3_p12,0.9820,0.7489,35.7438,1.3416,0.9153,0.4470,17.3209,3.9063,0.0941,NO
M3_KMeans,M3: KMeans Pool,3,13,M3_KMeans_i3_p13,1.4775,0.4380,34.1602,1.0337,0.9247,0.4658,9.7630,1.4115,0.0683,NO
M3_KMeans,M3: KMeans Pool,3,14,M3_KMeans_i3_p14,0.9936,0.7145,14.0533,0.9644,0.9268,0.4521,15.8505,3.2813,0.0813,NO
M3_KMeans,M3: KMeans Pool,3,15,M3_KMeans_i3_p15,1.0101,0.7625,16.4673,1.3784,0.1465,0.0557,12.5400,1.0483,0.0516,NO
M3_KMeans,M3: KMeans Pool,3,16,M3_KMeans_i3_p16,0.8344,0.3763,12.9943,1.0364,0.2251,0.4373,13.8786,0.9083,0.0430,YES
M3_KMeans,M3: KMeans Pool,3,17,M3_KMeans_i3_p17,1.1021,0.6803,13.6647,1.5477,0.2196,0.4459,11.7836,2.0447,0.0654,NO
M3_KMeans,M3: KMeans Pool,3,18,M3_KMeans_i3_p18,0.8994,0.3378,35.1846,1.3061,0.8718,0.4524,16.7006,3.9120,0.0756,NO
M3_KMeans,M3: KMeans Pool,3,19,M3_KMeans_i3_p19,1.4362,0.3757,30.5563,1.5118,0.9144,0.4443,13.9007,5.6244,0.0951,NO
M3_KMeans,M3: KMeans Pool,3,20,M3_KMeans_i3_p20,0.8519,0.6954,37.5963,1.5033,0.3326,0.4558,14.9265,1.4713,0.0649,NO
